source_id,target_id,matching
33157,204937142,False
26346,207543191,False
29612,202045875,False
37915,204937142,False
28951,206722263,True
33566,207876534,False
14563,208156877,False
35384,202026554,False
20458,201953021,True
15452,207934190,False
34303,207900177,False
28256,208670546,False
32280,204792884,False
38619,208042977,False
33638,207936135,False
33522,210399746,False
35981,207539418,True
33026,204222915,False
28366,205521002,False
33638,203324800,False
36274,204939361,False
23350,10011646,False
32027,204559208,False
33630,209026634,False
34303,207686156,False
16329,210521578,True
34021,209208661,False
25413,90049795,True
30955,207514563,False
33477,207390665,False
34154,206917815,False
31337,206356234,False
34021,207927557,False
37877,202515446,False
31596,204587971,True
7195,90105458,True
33478,207542598,False
34033,205599985,False
34559,207936135,False
33669,207959814,False
33668,208930717,False
9546,208455791,False
33490,205145879,False
38507,206120294,False
34609,206854515,False
26617,209122921,False
17417,90145560,False
33158,10382243,False
36456,207506250,False
28175,204292473,False
13954,204206934,False
34309,208973561,False
37181,208226689,False
37201,203388440,False
34609,207543191,False
29007,205664972,False
31414,90131941,False
35384,208289993,True
33273,207637793,False
33591,208294701,False
17479,90145909,False
29392,209208661,False
13954,90138537,False
33496,208792604,False
34280,207642166,False
34065,202785722,False
28963,206808430,False
33625,209026630,False
37287,208937533,True
38106,202026554,True
35282,203407045,False
30708,206827757,False
33786,204206936,False
33047,201953039,False
26563,202125720,True
33931,204154429,False
28350,207543193,False
33955,208710844,False
24571,207543196,False
18960,202067544,True
25905,208131008,False
30680,207390502,True
31176,208294727,False
20466,201692648,False
32416,208280406,False
32022,204793356,False
33999,208670546,False
32990,204049780,False
34552,208294698,False
29029,208085180,False
17417,204295637,False
17872,202827684,False
33477,210256478,False
33219,90145560,False
20461,201953025,False
30955,205592439,False
32055,206895864,False
8060,208111904,False
30708,207543196,False
13954,207543190,False
33498,205599984,False
32990,207659194,False
26350,202537962,False
33788,202537962,False
20461,201692677,False
34091,208937534,False
33467,208154765,False
33431,207390654,False
10102,201701865,False
34610,207543198,False
22187,204587971,False
33562,207390618,False
26350,204419878,False
35925,205074375,True
29933,204939361,False
13580,90120953,False
34300,206725964,False
33175,208154765,False
25388,207899810,False
33690,202026554,False
25813,210252184,False
33713,207338890,False
33586,204505951,False
9314,90114398,False
27719,203379237,True
33713,207390641,False
20447,206895864,False
34278,208504307,False
31032,210251970,True
33476,207390665,False
31284,202827684,False
29806,202900030,False
29827,203131412,False
24368,204443417,False
21267,206928359,False
28554,202899996,False
34220,207900180,False
33784,204206936,False
34127,203165922,True
33443,207390652,True
33158,205728900,False
38796,209310279,True
20461,209122918,False
34150,207390682,False
27407,208670548,False
17417,207390496,False
34657,207652056,False
29228,204272122,False
20447,208112357,False
26563,207338961,False
33948,207934192,False
25905,208504178,False
33271,205665803,False
38784,204222897,True
33496,205599984,False
33021,203154818,True
28366,206928608,False
33586,208937534,False
30951,205599985,False
29612,208156879,False
36124,210227271,False
33637,207391431,False
33532,209245965,False
33485,205844282,False
32033,208289950,False
33948,207910212,False
29950,208156879,False
20454,203185276,False
34304,207900177,False
28554,204049780,False
29338,205769439,False
13580,90145560,False
16668,203389382,False
33467,209310243,False
33476,208154551,False
33586,208114675,False
34001,208105467,False
29866,205664963,False
25829,207390496,False
34657,207938488,True
33788,202900227,False
30594,203308084,False
9355,203151776,True
34791,204636071,False
33922,207978102,False
33452,207390452,False
34000,203088013,False
33671,207937987,False
33924,207900174,False
33160,207390655,True
30058,209028436,True
21875,10412788,False
13580,90106172,False
34091,209306028,False
36102,90139585,True
34648,207900176,False
28650,203131635,True
36635,204549804,False
33637,208937533,False
35925,202592699,True
33219,202827684,False
25136,208114674,False
34004,207927557,False
33047,209122918,False
24825,206179525,False
37087,208941079,True
34154,207527632,False
33563,207388760,True
13155,201699873,False
19132,202989028,False
34009,207927557,False
33438,208456203,False
33026,202827713,False
24346,204327516,False
35218,204505951,False
37934,208710844,True
25670,204327516,False
33581,207388755,False
38492,206725966,True
33488,207390644,False
34065,208656497,False
33455,201647442,False
29806,202900227,False
32431,205562000,False
27789,204318286,False
33966,205852250,False
33601,204558176,True
31337,203022472,False
30585,207543192,False
34490,207897315,False
33522,205599984,False
34153,209687172,False
31176,207542599,False
34001,208112358,False
13701,201953026,False
34003,209026630,False
16112,208117929,False
28350,206179525,False
22212,203472622,False
33045,203388440,False
33569,207388755,False
33467,207390650,False
20453,209122918,False
33998,208033955,False
33562,208294727,False
29892,204792884,False
5644,207934192,False
34927,208117933,True
34300,207543193,False
28979,204559211,False
33478,208154765,False
19676,90109367,False
33637,207391017,False
24572,204419878,False
34552,208504345,False
17873,201699873,False
34280,209393872,False
16309,203022472,True
25111,206812380,False
33522,207986293,True
33476,208294927,False
27975,10246269,False
21047,209901964,False
34036,207390656,False
29338,207666381,False
34559,207686035,False
29338,207540310,False
30196,208504429,False
29231,206854516,False
25814,202973389,False
22101,201692665,False
33522,202785722,False
33639,207391017,False
23006,204787746,True
34076,207959750,True
35925,204363358,False
28500,202070149,False
25902,205145879,False
21554,206362747,False
32653,202916534,False
24615,203340555,True
29906,206356233,False
14563,202045875,False
33595,208972043,False
33784,207543192,False
33670,208930723,False
33645,207910214,False
33788,207543191,False
23537,203069939,True
33784,206854516,False
32877,204297424,True
28148,203131412,False
29758,203388440,False
35231,208114686,True
29861,201935171,False
16309,207910212,False
34004,207900178,False
34056,207465587,False
13581,202827713,False
29007,204274645,False
20450,201692648,False
33453,207390452,False
36172,208117922,False
34065,206928390,False
36962,207899814,True
25829,203952966,False
30951,208504437,False
25291,207945552,False
34880,207929461,True
34007,207637777,False
38452,208226470,True
38486,205865187,True
34937,208114670,True
33763,208105467,False
33488,207542597,False
26444,203407043,False
29338,207534895,False
33966,202827684,False
25902,207390673,False
19112,207390682,False
33522,207542597,False
34300,208715736,False
34096,207653548,False
32405,205865187,False
27194,208105630,False
26346,209393521,False
32882,206780877,False
34303,207927557,False
38798,205852250,True
26350,204206934,False
33763,208670548,False
30158,204937142,True
29906,203017912,False
37210,209656961,True
33639,207659192,False
34300,207935920,False
34363,208226695,False
7936,202755491,False
33157,207390644,False
31397,90105156,False
34303,209208661,False
22382,202827713,False
33690,207464920,False
34065,207986293,False
33965,206780877,True
37810,210462233,True
32882,202812646,False
33219,90120953,False
34119,90114631,False
33962,207391020,False
13954,207543197,False
33522,207643190,False
34349,210520736,False
33908,207925432,False
34609,207543201,False
33668,206917814,False
33026,202827684,False
29029,201692695,False
31887,203151930,False
28350,202537952,False
28433,203142438,True
38208,210401450,False
36789,208154854,True
18564,208117937,False
27793,204318286,False
33562,207390650,False
29758,201953021,False
33508,208117933,False
32579,10388980,True
38619,207907535,False
28190,204292472,False
33639,206928606,False
30134,206362873,True
33476,208154765,False
34056,207542598,False
33326,207390641,True
33883,208177785,True
32279,205985719,False
33472,205985718,False
27194,204292473,False
29865,203023505,False
33831,207502093,False
14061,203087638,False
19132,207390710,False
35218,207536225,True
37477,208156275,False
28175,208464825,False
37811,208033806,False
28175,90145972,False
5644,208455897,False
31635,206460118,True
34723,209307663,False
37322,209307663,True
20466,201953029,False
33158,206783256,False
34379,207390309,False
34016,207907430,False
33786,204206935,False
33478,205467942,False
33582,207388757,False
25749,205852250,False
25858,202870184,True
35231,204222915,False
34012,207652055,False
33924,210399907,False
27091,205664973,False
33863,208937534,False
33471,208653765,False
34093,207653548,False
28256,202778315,False
33965,202238311,False
7936,204419878,False
33591,207388755,False
33765,204563770,False
25388,90139261,False
34648,207900177,False
34966,206780877,False
33788,207543201,False
19628,202778257,True
34089,207900177,False
33630,207391014,False
20461,208226695,False
17873,207390496,False
34724,208890628,False
34361,207642497,True
26461,206462228,False
27840,206745972,False
34648,208171630,False
17873,203934122,False
37499,208105573,False
34154,207539418,False
33177,208154550,False
33536,206898357,True
25388,90145560,False
28256,208112357,False
23006,10365096,False
34000,207936135,False
33209,208653775,False
33790,207910213,False
28304,203405814,True
33275,207338961,False
33276,206870289,False
31970,206917815,False
26617,201692695,False
34724,207666382,True
22558,10388980,False
33924,207642355,False
28190,90145909,False
33788,207543192,False
21267,202870174,False
34031,207910213,True
32005,209687172,False
32431,207390496,False
30957,200924629,False
37403,209705777,True
34033,208154551,False
33478,203340806,False
20453,210254965,False
25167,207934192,False
17191,203086857,False
34153,208972043,False
30533,209656971,False
30533,205844283,False
33566,208294724,False
34150,205844282,False
39038,207907535,False
33488,208294927,False
34125,203165922,False
30603,208111279,True
36816,207390650,False
33493,206928378,False
33271,206895864,False
34007,207656388,False
33161,207338961,False
25857,209307663,False
31830,208171631,False
33966,90109367,False
34150,205592439,False
33273,206808440,False
34424,208112355,False
9355,207900179,False
33758,207391017,False
13954,207543193,False
36305,206928378,False
34309,207925431,False
33671,209310241,False
34220,204274644,False
33582,208504045,False
580,90108521,False
34009,207660497,False
34125,203165921,True
33044,203514304,False
34031,206356232,False
33562,207390706,False
38473,209975310,False
34490,207679756,False
33272,206895864,False
33160,204937142,False
25388,204080936,False
34065,205599984,False
34158,204389692,False
34724,201953039,False
34000,208670546,False
28350,205083947,False
36471,209208661,True
27920,206725724,True
32625,201935116,True
31332,205761272,True
28978,208156879,False
27091,207390496,False
33476,206160056,False
34065,209634135,False
17872,208042911,False
33158,208890876,False
34089,209306028,False
34661,207945552,False
25905,207390618,False
33566,207388754,False
14563,204559214,False
38796,208893644,False
32228,208114683,False
17873,90131941,False
37531,208294716,False
24316,208715855,False
32584,209114390,False
33496,207465587,False
34609,207543198,False
34490,204327516,False
33562,207390673,False
34092,207686156,False
33522,206928380,False
33638,207391018,False
28971,202900025,False
33630,208937534,False
13580,90131941,False
33921,207925432,False
28978,202900041,False
31176,208154550,False
33488,205844265,False
25814,203900180,False
33471,210256478,False
34076,209306029,False
34657,207897315,False
33275,207390654,False
34056,209634135,False
26563,210404123,False
17906,204274645,False
34496,208455894,False
33045,209122924,False
34009,207900178,False
33950,208456262,False
27391,203921172,False
33053,204549804,False
38451,207542599,False
31273,202041195,False
38127,203379234,False
33637,206928608,False
33582,207388755,False
5644,203024998,False
7783,204419878,False
33498,206808445,False
33564,203324800,False
21182,202899626,False
36243,203201060,False
34033,208154765,False
33586,207390717,False
33485,205844283,False
26350,204206935,False
26622,203201062,True
33263,208105573,True
29007,208930714,False
28205,207543197,False
36249,208504297,False
37477,209634135,True
38346,208167531,True
34007,207900171,False
14033,204053338,False
25797,202870173,False
33921,208112354,False
34036,207514566,False
35693,208184892,True
34036,207390654,False
30594,204222662,False
32228,204792884,False
33490,208930717,False
34036,90148541,False
35872,207937885,True
23006,202104453,False
22187,210239335,False
33522,209687172,False
28980,204559214,False
30708,205083968,False
28190,204292473,False
33786,209687172,False
31176,207542598,False
34000,206928608,False
33280,206895864,False
33440,204049534,False
34001,207910212,False
24615,203938179,False
7936,90138537,False
23686,206179562,False
36367,208464207,True
32880,203087865,False
29228,205593367,False
27771,202592070,True
28971,204679144,True
33788,206179521,False
38127,202778257,False
32984,90145561,False
34363,208237793,False
23006,204556588,False
33955,207391022,False
27197,208464825,False
22101,201692648,False
22042,202238311,False
33924,208111904,True
22187,207390710,False
5644,203025617,False
30436,204222472,False
37139,203952966,False
22729,90114631,False
17872,202143942,False
9314,206179521,False
29032,206917817,False
13580,204222915,False
33562,207542597,True
33471,208294927,False
19604,204791643,False
34300,207543198,False
34309,208504300,False
33488,208154765,True
31881,10365096,False
35014,208117937,True
32054,207897840,False
33645,209026638,False
25291,206356229,False
33600,207388752,False
28137,204254634,True
36620,208453646,True
28175,206887905,False
30962,207643194,False
33562,209687172,False
33209,207542597,False
24825,203472622,False
33453,206460113,False
34000,209297154,False
34648,209306028,False
33485,206808445,False
32226,205985716,True
26241,208456262,False
25364,207666382,False
33478,205592439,False
31970,206808445,False
21268,207666380,False
34278,208504432,False
32986,207543197,False
32395,206745972,True
34012,207679756,False
28067,203922244,True
34379,208504300,False
33458,210401450,True
34156,204407682,False
31337,206526266,False
34012,207900170,False
33566,207388752,True
17873,90145584,True
33769,207391019,False
26059,205986339,False
33936,208112357,False
32027,204559210,False
33921,208973561,False
34379,208504304,False
23349,203445749,False
33150,207652053,False
28138,204792885,False
33769,208112358,False
32878,203087865,False
34941,208226694,False
33458,210258465,False
33485,208154765,False
30962,206928380,False
34003,207900176,False
33653,208937534,False
32314,207509842,True
35810,10326220,True
34860,208114664,True
22187,206917816,False
34552,208294718,False
33669,207542597,False
32193,205809367,True
33522,207539418,False
29758,201692705,False
33950,208456199,False
33972,204787746,False
32876,202870172,False
33467,205844283,False
34151,204206935,False
18040,203142471,False
34065,206928388,False
32322,210441166,False
33924,208973561,False
35663,207536226,True
25829,207925440,False
33639,203025617,False
25388,202827713,False
25829,90145584,False
33595,207388760,False
32560,207540310,True
27778,203340806,False
26929,203651765,True
35475,208670546,True
26525,208289950,False
34282,207514566,True
34076,208294715,False
34303,207652055,False
33668,206917817,True
34395,208464825,False
34901,208294715,True
34309,208455894,False
37182,209705774,True
34130,208289990,False
21297,202143947,False
13580,90145584,False
33758,203022472,False
17873,90125772,False
24789,203017911,True
29228,204793090,True
18441,209002546,True
31813,207533462,True
17872,90145561,True
29829,204274660,False
25136,209901963,False
34557,205691190,False
18564,90125772,False
30951,206888001,False
34263,207679756,False
24368,206419131,False
37208,209656950,True
36102,90049795,False
20447,208455897,False
34286,207945552,True
29008,205664972,False
33275,206808430,True
29827,205664964,False
31970,206917814,False
5644,208112356,False
27975,90105654,False
36123,208085178,False
20447,208112356,False
33936,206812505,False
34089,210520736,False
33496,207465595,False
34864,208294717,True
29827,203379237,False
30962,207654106,False
16112,204559210,False
34301,206615080,True
25776,207514568,False
33788,207543198,False
22101,204736197,False
27407,203930685,True
35111,201701865,True
34300,204206934,False
34174,205817784,True
33564,208294701,False
29758,201692679,False
39039,210490135,True
13581,90131941,False
33455,207925432,False
31014,202916547,False
34280,207686156,False
33488,208154550,False
30197,208504432,False
33639,209297154,False
17187,202041204,True
38784,208941075,False
36084,205664938,True
28272,208294727,False
7936,202900030,False
34442,210399907,False
29493,10353206,False
17417,204080936,False
36990,209253738,True
34442,208112355,False
34256,90148258,False
34610,208653775,False
34490,207900176,False
33522,209310241,False
34004,207652055,True
33498,209114551,False
16741,203388440,False
22382,205852250,False
31373,208455792,False
32027,207543191,False
34401,208456215,False
33765,208112358,False
20459,201692648,False
32563,206783256,False
33280,207390655,False
33758,207936135,False
36451,204465488,False
38098,208289993,False
17596,204222915,False
26617,203514305,False
32984,201699873,False
25749,203934122,False
33562,207959814,False
28272,207390617,False
34095,210258472,False
30957,202104453,False
34548,207907555,True
19112,207514566,False
32280,205664966,False
33478,207390650,False
16669,90148258,False
34003,207652055,False
33864,206812505,False
29829,205664964,True
33496,207464939,False
31030,203322272,False
32560,207338879,False
34154,207465587,False
28190,204318283,False
24789,210435432,False
33562,207390709,False
30602,202755491,False
24693,203024425,False
28981,204559214,True
34442,207390309,False
26350,90114398,False
25855,206928359,False
30533,209705773,False
28205,202537967,False
34349,207900176,False
14033,90105156,True
34424,207642355,False
33998,207900174,False
33788,207543193,False
22212,203459314,False
34003,207660498,False
9314,204206937,False
23537,206780877,False
36243,206725964,False
33377,10140760,False
33508,209310241,False
33955,208791921,False
17596,202143942,False
33158,207390655,False
28350,202900227,False
34003,209306028,False
34648,202900025,False
33488,208792604,False
33671,208504437,False
8060,202900030,False
34624,90049928,False
32054,208791918,False
32431,90131941,False
33377,10333846,False
34442,207390452,False
18564,208294904,False
33471,207542599,False
28981,202045862,False
32431,202827715,False
33948,208112358,False
20461,202537967,False
32488,204206937,False
18837,208941075,False
32744,203308084,False
33443,207390644,False
33831,207390665,False
34076,207390452,False
28225,203340806,False
9071,207544306,False
33864,208456203,False
17067,90141687,False
33591,207388760,False
33562,207390652,False
30203,208455894,False
25262,10353206,False
29950,204559211,False
13155,90131941,False
34657,207900176,False
27783,207469300,False
19112,207542599,False
34004,207897315,False
21875,10315184,False
33537,206898357,False
35031,208156878,True
33769,209297154,False
33440,207464921,True
30338,205557539,False
32630,204556588,False
30808,50009858,False
34001,208941074,False
20461,201692648,False
34130,207925432,False
33767,208112358,False
22306,90125772,False
29823,208456199,False
32150,202899998,False
24368,208504437,False
33444,207506251,False
34089,207900176,False
27739,203340555,False
33765,207934192,False
29865,208456262,False
25388,90145568,True
27248,90105654,False
13996,210252184,False
34092,210520736,False
17187,202041195,False
28978,204559211,False
33496,207535170,False
20458,203388440,False
33922,207390309,False
37623,202973396,False
36430,202827677,False
23325,205144562,False
33639,207936135,False
25797,204416098,True
25167,206812505,False
37811,205985717,False
34001,208455897,False
34135,207900180,False
33471,205844282,False
33638,208105467,False
5644,203023505,True
33157,205728900,False
22382,90145561,False
34002,90138609,False
28366,208105467,False
35530,208504340,False
22100,210254965,False
31332,202041195,False
34624,208294715,False
20458,201953025,False
31030,208937347,False
33498,207643190,False
36027,203396159,True
34007,209026630,False
34009,209208661,False
38492,208117930,False
17191,202041204,False
26622,202451162,False
30951,209310243,False
7936,202900227,False
34056,209310243,False
34091,210520736,False
33769,204154429,False
17094,203151930,True
33864,207986331,False
13581,90145561,False
33175,207542599,False
26930,203445879,True
25829,203934122,False
34091,207652056,False
28433,207666382,False
23658,207388756,False
29823,204792884,True
10102,90125772,False
34119,207388760,False
21554,208112356,False
15452,204793356,False
33948,207391019,False
23537,202041195,False
13155,202827715,False
10101,90106210,False
28225,90148541,False
33045,203185276,False
33160,207390656,False
28951,210239335,False
32493,206526266,False
33472,204860316,False
8552,207544306,False
33485,207390652,False
32512,205505156,False
34089,207897315,False
34610,205083947,False
21875,201700823,True
33177,208294727,False
25364,205844282,False
29902,205144562,True
28256,207934192,False
10101,90148258,False
33488,205592439,False
30594,204939361,True
34864,208167531,False
34286,203900180,False
31414,204080936,False
17872,90125786,False
35485,10363243,False
25905,208930717,False
33175,205592435,False
28982,202045862,False
34002,208105467,True
33713,208937534,False
10102,210401458,False
33767,204154429,False
34065,207643194,True
31284,90131941,False
38142,206928388,True
33488,207390710,False
27589,208455792,False
25788,203396327,True
29029,204679142,True
34012,208787116,False
37187,207934190,False
34036,202515446,False
34033,207654106,False
38873,210399907,True
34004,207900177,False
34303,207900176,False
30962,206808445,False
34648,207656388,False
36274,206870289,True
34263,210520736,False
32664,210441166,False
33478,205844282,False
33478,208653765,False
34165,206928452,True
34004,207637777,False
30457,207934192,False
27194,204318288,False
24921,205844283,False
32986,207543191,False
33444,205835447,False
33057,208105630,False
30457,204563770,False
33443,205728900,False
34424,208504304,False
32512,205466519,True
26137,204272122,True
37150,207383660,False
34945,205664913,False
24572,202537967,False
34007,207897315,False
33157,207390650,False
33467,207390709,False
35990,208105467,False
29231,207543189,False
33600,207876534,False
33726,208177785,False
33478,207542597,False
22100,204736197,False
28978,204559210,False
8552,208504461,False
25670,204443417,False
33488,208154551,False
24921,208131008,False
34102,50012453,False
20450,201692677,False
34363,208226692,False
34424,208455894,False
28366,207936135,False
38449,209297205,False
30962,205599985,True
30585,207543191,False
24368,209687172,False
8552,206181767,False
33999,208105467,False
30158,206783256,False
33763,207659192,False
33219,202827715,False
33327,208464837,False
36033,204226641,False
37174,207391021,False
23097,205083968,False
27810,209297154,False
33922,207925432,True
37623,208809705,True
31030,209199789,False
33478,207390665,False
26622,203396159,False
26617,209122918,False
26082,204274644,False
28138,201935171,False
37469,204505951,False
34033,207390665,True
30962,203900792,False
21267,205986339,False
29820,10388980,False
22382,202143942,False
36249,210435439,False
29823,203324970,False
33044,201692695,False
31374,208455791,False
31881,200924629,False
28978,204559209,False
33985,208653775,False
33638,208791921,False
33047,90140166,False
37648,209208661,False
34016,209297205,False
30951,207539418,False
27810,206812505,False
34156,203445749,False
31970,204053338,False
34442,208455893,False
34609,205083947,False
34135,207900170,True
27789,90145972,False
34610,207538225,False
13580,202291459,False
34610,210441817,False
33490,207552185,False
26445,203407043,True
31176,10363070,False
33438,209208661,False
33769,207659194,False
33273,209253739,False
9546,208226458,False
13581,90145560,False
35022,208117925,True
33464,210245837,True
33438,207927557,False
33175,208154550,False
34095,10346525,False
33638,204154429,False
15452,204363358,False
33485,203340806,False
26615,203329569,True
33277,206808432,False
28963,203324970,False
31176,208792604,False
38640,209253738,False
25905,202479411,False
30533,209310260,False
38826,10333848,False
34610,207543201,False
34442,207900343,False
30203,208973561,False
33437,208033955,False
30585,204206936,False
28059,205516750,False
33053,201744288,False
34960,208455896,True
34648,207897315,False
32384,204823067,False
26059,203870569,True
20450,203185276,False
33280,209273200,False
31273,203069939,False
32584,207925432,False
33936,208112356,False
34282,205844283,False
28059,207514563,False
34998,208079230,True
17191,202778257,False
28272,208504178,False
34905,207502093,False
34363,203340806,False
13155,90145560,False
35519,208289950,True
34091,207900178,False
31881,203514371,True
29758,201692648,False
33931,208117922,False
33863,207391434,False
34001,208504099,False
33047,202619749,False
32005,207465587,False
30962,210399746,False
31414,207390496,False
33972,202456880,False
30457,208112357,False
33630,207391015,False
30197,209901965,False
33790,208792604,False
27779,205844283,True
32990,209297154,False
33638,206812505,False
33864,208105467,False
33161,207390656,True
26082,204274645,False
28500,205777541,False
22729,207514567,False
25905,208085175,False
37767,204588748,True
19358,209310268,False
36430,208226690,True
33444,209253739,False
32059,205777541,False
34747,208105573,False
20461,201953029,False
29758,10379358,False
22100,201953039,False
34092,207900178,False
15452,204793355,False
34156,203491687,False
28272,207542598,False
34298,206854516,False
34657,207686156,False
33467,208154550,False
33670,205145879,False
17067,202785722,False
33765,207391017,False
34610,207543192,False
28980,204559211,True
25813,206901652,False
24368,207937987,False
33630,207659192,False
33962,207391022,True
33999,203022472,False
33690,209026630,False
33595,207876534,False
33160,205728900,False
33157,207338961,False
25113,203087638,False
33563,207388759,False
31176,207959814,False
32228,205664966,False
33044,201953021,False
28350,204206936,False
29906,204860316,False
33488,205844283,False
37812,210441817,False
34624,208504423,False
27778,205844283,False
34012,207686156,False
35552,206928359,True
32226,205985719,False
33713,208156879,False
29806,202537967,False
34300,207543197,False
34021,207637777,False
24825,207543198,False
34220,209869342,True
32416,209026630,False
32027,210461432,True
28175,204318288,False
36636,208111903,False
31397,202870172,True
17872,203934122,False
38826,207388758,False
26346,207543197,False
26059,205106048,False
34553,207907559,False
24368,207637793,False
34036,207338961,False
14033,206928744,False
25136,10412590,False
33437,207464919,True
37181,208504421,False
36456,202537967,False
29338,207666380,False
33477,207390650,False
33671,206917816,True
37803,207875395,True
33045,201692695,False
32984,90139261,False
28272,208792604,False
36383,208226699,True
38323,203379234,True
33522,206917815,False
13945,203022472,False
37192,10353206,False
20458,209122918,False
17417,204222915,False
27964,208114683,False
33924,208455894,False
33758,208112356,False
23349,207666380,False
32990,203088013,False
26461,10346525,False
31030,206928378,False
28225,207514566,False
33175,207464939,False
33047,10379358,False
33488,207390650,False
34424,208156275,False
33936,206928608,False
19112,206160056,False
32878,204297424,False
30594,205664972,False
30594,204849801,False
33962,207391023,False
29829,203379234,False
36864,210442350,True
29827,208715736,False
33508,208464207,False
28225,205592439,True
35900,208190046,True
34648,208710842,False
32112,206356229,False
29338,207666382,False
33478,207390709,False
